r0,r1,r2,r3,r4,mean,std,steps
0.09722431409147446,0.04168250572716519,0.030241223927182443,0.067838530935066,0.06278500160742541,0.059954315257662705,0.02313418801282256,15
0.05693979075828945,0.08505829622181871,0.058460791839377954,0.09192527174122081,0.08093596386822935,0.07466402288578725,0.014297006503274208,20
0.08743860323890718,0.0932581474085951,0.0973331859650635,0.08138112557278107,0.08333344029062294,0.08854890049519397,0.005985840963284816,25
0.08727436977789593,0.07294504747411525,0.08177336234170846,0.06419686250321897,0.07359063288027816,0.07595605499544336,0.007935808848771342,30
0.08374523229321852,0.0819513958958292,0.06567505954268416,0.060776291036600025,0.08644243412395246,0.07571808257845689,0.010415569976765257,35
0.11441177773482611,0.08974275166333157,0.06931222571308102,0.09097706381113708,0.06553213299168498,0.08599519038281214,0.01756942653079946,40
0.12461006909354444,0.10166614732357561,0.10197695225666041,0.07148121379078075,0.0839345541376979,0.09673378732045182,0.018057789893447713,45
0.07877946807369243,0.0814414642797666,0.07486496288833801,0.10266026653968899,0.07513401644497571,0.08257603564529234,0.010333651832431326,50
0.10132211129739624,0.10564772599932547,0.09049359047165219,0.13543868251463986,0.0644871957905135,0.09947786121470545,0.02297700131003191,55
0.10217224499211038,0.11663931934768258,0.08833764552146876,0.1536746296419217,0.09230169216805402,0.11062510633424749,0.02363624968663751,60
0.10801504015850041,0.10613670904771291,0.11580199960402637,0.12747834188934484,0.09427691999005008,0.11034180213792692,0.010996834259478203,65
0.14141576721530075,0.057528702047203825,0.08244230454708261,0.11417264324599026,0.08412447469564706,0.0959367783502449,0.02897480582449738,70
0.1060449445228887,0.08236432035697128,0.1137688731626825,0.14212109929086478,0.0896234516862795,0.10678453780393735,0.020922955877403976,75
0.23842261924465416,0.12083549782095583,0.09866075735783573,0.15151194700172482,0.10841393044127558,0.14356895037328923,0.05065518884592294,80
0.19426179581117362,0.08346421588651277,0.15359837637155146,0.13672827589916473,0.07591586790920729,0.12879370637552195,0.044306045389663866,85
0.07864088997059557,0.14661247113063397,0.14646766384367302,0.1314107132817847,0.1023596728774865,0.12109828222083474,0.02666342525201989,90
0.1731687735378803,0.16762698075715746,0.23396388966488826,0.3372191442025704,0.1123732843537225,0.20487041450324375,0.07656422537059988,95
0.13168040914226303,0.11716171924903225,0.14008281040897938,0.9038274129538694,0.18914502778094122,0.2963794759070171,0.3046852991622299,100
0.10524175168516876,0.11856918310036252,0.1257185025189346,0.09811974523989733,0.17873799665955267,0.12527743584078316,0.028433063697246103,105
0.33341482252150667,0.1635672319345058,0.1780538731563883,0.12280492869229512,0.10267015837867553,0.18010220293667428,0.08131550824432249,110
0.2815731324895599,0.11138468055968295,0.7737872630582778,0.2708402351698827,0.10024138457733889,0.3075653391709484,0.2452987090658012,115
1.0092508086409968,0.1950534664398044,0.679426152272237,0.9675185799357702,0.23586663821804468,0.6174231291013706,0.3475403912361035,120
1.0067620682941887,0.23748471326701687,0.7551571949861523,0.8923031849986794,0.32971905157966314,0.6442852426251401,0.3064746312312213,125
0.982787266211753,0.23680873106798336,0.4400548818191665,1.0006025785047556,0.4260346139746304,0.6172576143156577,0.31409351633310467,130
0.9985063884440056,1.0106671028774816,0.7992779314915454,0.5802486278496591,0.20930673164998828,0.719601356462536,0.29955815104699135,135
1.0048302092807049,0.8918222603169155,0.10436541791170482,0.845609451345223,0.1230323582119285,0.5939319394132954,0.39556020933130465,140
1.0092688933865879,0.6623112796286668,1.0155626979390509,0.4975240416901585,0.4521117687590485,0.7273557362807025,0.2430435811677919,145
0.09546162694976448,1.007024542711652,0.9967339506743316,0.83561676789118,0.33807973722367407,0.6545833250901205,0.37063366397085623,150
0.5237292433142846,0.8294929257058873,1.0015689654128543,1.0139177347915416,0.5283194252903552,0.7794056589029845,0.2169220638804662,155
0.11911008510704382,0.9995608552158364,0.9982371974666006,0.9234562574022267,0.5621132368947824,0.720495526417298,0.34145580989374164,160
0.9901857049042718,0.9439510681611449,0.35892651093082356,0.9974374867568507,0.8215304944133994,0.8224062530332981,0.24015547365234563,165
0.8281558572041797,1.0038183844497905,0.9055679261386551,0.8208117827880568,0.9495862575768109,0.9015880416314985,0.07026777484719311,170
0.9179453587740553,0.9251666770583863,0.877312504401282,0.11537030663274468,0.5574699474971665,0.6786529588727269,0.3128795773119191,175
1.0015477493110192,0.9151297853406899,0.8474531184323006,0.8599399364154736,1.013496660572109,0.9275134500143185,0.06928691298368486,180
1.0037428032784432,0.5036362222465567,1.0024570080799275,0.8968551892649164,0.7975944048503586,0.8408571255440405,0.18513327621456166,185
1.0043246207324579,0.6353549798987344,0.9989736826007393,1.0035618642332935,0.33786297239873186,0.7960156239727914,0.2695832888878488,190
1.002950456488189,1.003022482083057,0.9979479106617032,1.0035716183111223,0.913891154171191,0.9842767243430526,0.03525176438844331,195
1.0002287991064804,0.9137579374962151,1.0041998440762048,1.0024511495038428,0.5290810620533052,0.8899437584472096,0.1836649978146652,200
1.005015514123818,1.0024558826506413,0.9163596546320275,0.9988188367412717,0.5794132580405132,0.9004126292376544,0.16391050893505812,205
0.9992161380961883,0.7221771159631154,0.9909028003159404,0.9222622292249891,0.9119036588452291,0.9092923884890924,0.0999336787834866,210
1.0032805754632024,1.0001735274634382,1.0002140952950527,0.9176255276115138,0.06384057681795496,0.7970268605302324,0.3680218419351487,215
1.0060043156262288,1.0018530783768194,1.0078987778227235,0.8344860774380377,0.915110226995442,0.9530704952518503,0.06883475348947268,220
0.8340214555078252,0.9201436705178822,1.0041292804164599,0.7322339711257634,0.8122189624282259,0.8605494679992314,0.0934570184212814,225
0.9496672218723262,0.881555971012529,1.0060564045177798,0.8031789286816001,0.9124107030720989,0.9105738458312669,0.06785910461642414,230
0.08223235047497936,0.8221756010397836,1.0010168706582345,0.9989052034103466,1.0012341706918921,0.7811128392550473,0.35619230352945985,235
0.5499329946866632,1.0029893999055393,1.0003284207626564,0.8147872122500494,1.0021310793125524,0.8740338213834921,0.17750508787785355,240
1.0019008423962417,0.5300786105534588,0.9998099238599507,0.9225361280488287,0.9994364223017366,0.8907523854320434,0.18284174809034587,245
0.9944258528183456,1.0079955980957473,0.920353967883416,0.7937867884790559,0.6326786514883187,0.8698481717529767,0.14084733638634123,250
1.0012666572170703,0.8535295145573163,0.6783247029452828,0.9143510028329886,0.7260124584523641,0.8346968672010044,0.11891972026100797,255
1.0018991634763237,0.9634545364700691,0.6945083420123858,0.7377323237234628,0.9964501590182827,0.8788089049401048,0.1341826058831442,260
1.0015144524106403,0.9998449644174818,0.8336659469628105,0.9711895709905077,0.6423806157447544,0.8897191101052389,0.1382617996677495,265
0.9978837617078544,1.0061887722492382,0.9663754396317176,0.9090404996813248,0.9336463230512547,0.962626959264278,0.03705701202227231,270
1.0035165877042311,0.9184621268834113,1.0008756280490154,1.0047989610771189,0.9984770963001899,0.9852260800027933,0.03345314206055379,275
1.0030031765671388,1.0042774931849003,0.8938985994920517,1.001035265536174,0.7443964958531726,0.9293222061266876,0.10162902496832653,280
0.915991708981801,0.9272331778753246,1.0025046838475409,1.0012864959066592,0.56491246208873,0.8823857057400112,0.16278567900717256,285
0.9997345111631127,1.0016638827988633,1.0025085492745065,0.7395449681675309,1.0033713636327974,0.9493646550073622,0.10491675814352373,290
0.9964045600118863,1.0014609496165432,0.8650634046248472,1.0008372080437982,1.003033029101532,0.9733598302797214,0.05419290230858834,295
