r0,r1,r2,r3,r4,mean,std,steps
0.04599782321859372,0.07041326300255539,0.0586388566419494,0.04455977152374021,0.05717252677337134,0.05535644823204201,0.009433261444030734,15
0.06528238934067182,0.07566490643949898,0.08514768290205504,0.09550825668715385,0.051546963624824076,0.07463003979884075,0.015282661290426762,20
0.06982455089732774,0.08248717712641926,0.06837615336489714,0.0585956858036162,0.0746710168131822,0.07079091680108851,0.007840233240104317,25
0.05392515861919425,0.05727409899005268,0.07102915097926647,0.06476304722996691,0.05978827615193702,0.06135594639408346,0.00599190951577259,30
0.09039423622907802,0.05417075097779294,0.09017992530647335,0.07047819286458681,0.054785357292137134,0.07200169253401366,0.016033711594570746,35
0.09266141753682142,0.06351701046448145,0.08136927788658804,0.09759191250209613,0.07912065459806711,0.08285205459761083,0.011861306139536095,40
0.09152761066449175,0.08699703384088038,0.08971582208477218,0.09157864362827098,0.0784181520693277,0.0876474524575486,0.004906955770728281,45
0.08764309163173147,0.10166519526508731,0.10255209096874197,0.1107318995208996,0.09292252193401206,0.09910295986409448,0.008040151566724186,50
0.12312268652825188,0.10113003161755751,0.11902380875328178,0.05933342173091929,0.07006356369195901,0.09453470246439388,0.025684447918532617,55
0.11208088935567732,0.09919990821226995,0.1360420017926565,0.12387810675856994,0.08584434015206065,0.11140904925424686,0.017693663223820186,60
0.11347168085609025,0.10255571672749653,0.13116426187606664,0.10297032657993575,0.12109311248571006,0.11425101970505984,0.010931729163457034,65
0.262176377927241,0.09851481834218732,0.1754345811297204,0.1275319623635582,0.15318994332772545,0.1633695366180865,0.05568203932905546,70
0.1389231659637162,0.08005235466394092,0.17140020454193922,0.13999648563506997,0.27161179009087705,0.16039680017910868,0.06296406691708954,75
0.1414231134537142,0.11407511164061475,0.22231620131079002,0.12495450101295784,0.2671019448743848,0.1739741744584923,0.0601001345531391,80
0.182704844818314,0.16373039386804566,0.25491323671583366,0.17945976726449508,0.1892784068255534,0.1940173298984484,0.03158468711778519,85
0.3995074664930533,0.14066902310710866,0.2159293469806231,0.6097040618317058,0.9639067296135353,0.46594332560520524,0.29710563298639586,90
